"cole_depto_ubicacion","fami_estratovivienda","fami_personashogar","fami_tieneautomovil","fami_tienecomputador","fami_tieneinternet","fami_tienelavadora","punt_global"
"GUAINIA","Estrato 2","7 a 8","No","No","No","No","188"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","243"
"BOGOTÁ","Estrato 2","1 a 2","No","No","No","Si","172"
"LA GUAJIRA","Estrato 3","1 a 2","Si","Si","Si","Si","358"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","373"
"BOLIVAR","Estrato 5","3 a 4","Si","Si","Si","Si","351"
"SANTANDER","Estrato 3","5 a 6","No","Si","Si","No","223"
"ATLANTICO","Estrato 6","5 a 6","Si","Si","Si","Si","358"
"RISARALDA","Estrato 6","3 a 4","Si","Si","Si","Si","363"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","360"
"SANTANDER","Estrato 2","5 a 6","No","Si","Si","Si","300"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","338"
"ATLANTICO","Estrato 2","5 a 6","No","Si","Si","Si","245"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","392"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","273"
"VALLE","Estrato 4","3 a 4","No","No","Si","Si","305"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","334"
"VALLE","Estrato 6","5 a 6","Si","Si","Si","Si","343"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","262"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","305"
"VALLE","Estrato 5","1 a 2","Si","Si","Si","Si","357"
"CALDAS","Estrato 5","3 a 4","Si","Si","Si","Si","361"
"CAUCA","Estrato 4","3 a 4","Si","Si","Si","Si","356"
"MAGDALENA","Estrato 6","3 a 4","Si","Si","Si","Si","365"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","316"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","360"
"CUNDINAMARCA","Sin Estrato","3 a 4","Si","Si","Si","Si","383"
"BOGOTÁ","Estrato 3","5 a 6","Si","Si","Si","Si","218"
"BOGOTÁ","Estrato 4","5 a 6","Si","Si","Si","Si","337"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","357"
"CUNDINAMARCA","Estrato 4","3 a 4","Si","Si","Si","Si","338"
"VALLE","Estrato 2","7 a 8","No","Si","Si","No","197"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","347"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","322"
"BOGOTÁ","Estrato 2","7 a 8","No","No","Si","Si","209"
"ATLANTICO","Estrato 5","5 a 6","Si","Si","Si","Si","321"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","368"
"BOGOTÁ","Estrato 2","3 a 4","Si","Si","Si","Si","281"
"BOGOTÁ","Estrato 5","1 a 2","No","Si","Si","Si","361"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","333"
"BOGOTÁ","Estrato 3","3 a 4","No","Si","Si","Si","282"
"CAUCA","Estrato 3","3 a 4","Si","Si","Si","No","212"
"NORTE SANTANDER","Estrato 2","1 a 2","No","No","Si","Si","231"
"CUNDINAMARCA","Estrato 4","5 a 6","Si","Si","Si","Si","370"
"VALLE","Estrato 2","1 a 2","No","No","Si","No","258"
"VALLE","Estrato 2","5 a 6","No","Si","Si","Si","338"
"VALLE","Estrato 3","1 a 2","Si","No","Si","Si","278"
"BOGOTÁ","Estrato 6","1 a 2","No","No","Si","No","162"
"CESAR","Estrato 1","5 a 6","No","No","No","Si","206"
"CUNDINAMARCA","Estrato 1","5 a 6","No","No","Si","Si","222"
"ANTIOQUIA","Estrato 6","3 a 4","Si","Si","Si","Si","364"
"VALLE","Estrato 3","5 a 6","Si","Si","Si","Si","337"
"BOGOTÁ","Estrato 2","5 a 6","No","No","Si","Si","226"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","332"
"BOGOTÁ","Estrato 2","3 a 4","No","Si","Si","Si","250"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","442"
"TOLIMA","Estrato 2","3 a 4","Si","Si","Si","Si","255"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","277"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","384"
"CESAR","Sin Estrato","3 a 4","No","No","Si","Si","207"
"BOYACA","Estrato 1","5 a 6","Si","Si","Si","Si","289"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","288"
"VALLE","Estrato 3","1 a 2","No","Si","Si","Si","332"
"VALLE","Estrato 4","3 a 4","No","Si","Si","Si","340"
"CUNDINAMARCA","Estrato 2","1 a 2","No","Si","Si","Si","246"
"CORDOBA","Estrato 1","3 a 4","No","No","Si","Si","231"
"CAUCA","Estrato 5","3 a 4","Si","Si","Si","Si","302"
"VALLE","Estrato 3","5 a 6","No","Si","Si","Si","358"
"BOGOTÁ","Estrato 5","1 a 2","Si","Si","Si","Si","299"
"BOGOTÁ","Estrato 3","3 a 4","No","Si","Si","Si","266"
"BOLIVAR","Estrato 1","3 a 4","No","No","Si","Si","257"
"BOLIVAR","Estrato 6","3 a 4","Si","Si","Si","Si","418"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","292"
"VALLE","Estrato 2","3 a 4","No","Si","Si","Si","227"
"ATLANTICO","Estrato 1","5 a 6","No","Si","Si","Si","198"
"VALLE","Estrato 3","3 a 4","No","Si","No","No","315"
"ATLANTICO","Estrato 3","1 a 2","Si","Si","Si","Si","403"
"VALLE","Estrato 2","3 a 4","No","Si","Si","Si","287"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","272"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","361"
"VALLE","Estrato 4","5 a 6","Si","Si","Si","Si","285"
"CUNDINAMARCA","Estrato 5","3 a 4","Si","Si","Si","Si","265"
"TOLIMA","Estrato 2","3 a 4","No","No","Si","Si","224"
"VALLE","Sin Estrato","5 a 6","No","Si","Si","Si","266"
"NORTE SANTANDER","Estrato 1","3 a 4","No","No","No","Si","200"
"BOGOTÁ","Estrato 3","5 a 6","Si","Si","Si","Si","291"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","378"
"CUNDINAMARCA","Estrato 6","5 a 6","Si","Si","Si","Si","312"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","362"
"BOGOTÁ","Estrato 2","3 a 4","Si","No","Si","Si","178"
"CESAR","Estrato 2","1 a 2","No","No","No","Si","173"
"CUNDINAMARCA","Estrato 3","3 a 4","Si","Si","Si","Si","320"
"ATLANTICO","Estrato 3","1 a 2","Si","Si","Si","Si","266"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","171"
"VALLE","Estrato 2","1 a 2","No","Si","Si","No","250"
"BOLIVAR","Estrato 5","3 a 4","Si","Si","Si","Si","398"
"CALDAS","Estrato 4","3 a 4","Si","Si","Si","Si","335"
"CORDOBA","Estrato 1","1 a 2","No","No","Si","No","248"
"VALLE","Estrato 3","3 a 4","No","No","Si","Si","264"
"NARIÑO","Estrato 3","3 a 4","No","Si","No","Si","368"
"NARIÑO","Estrato 2","1 a 2","No","Si","Si","Si","302"
"CUNDINAMARCA","Estrato 5","5 a 6","Si","Si","Si","Si","302"
"BOGOTÁ","Estrato 3","7 a 8","Si","No","Si","Si","185"
"BOGOTÁ","Estrato 4","3 a 4","No","Si","Si","Si","303"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","306"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","348"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","272"
"VALLE","Estrato 2","3 a 4","No","Si","Si","Si","282"
"BOLIVAR","Estrato 6","3 a 4","Si","Si","Si","Si","318"
"VALLE","Estrato 3","3 a 4","No","No","Si","No","216"
"NARIÑO","Estrato 3","3 a 4","No","No","Si","Si","214"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","301"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","371"
"CESAR","Estrato 1","5 a 6","No","No","Si","Si","218"
"SANTANDER","Estrato 1","3 a 4","Si","Si","Si","Si","187"
"CUNDINAMARCA","Estrato 6","5 a 6","Si","No","Si","No","145"
"META","Estrato 1","3 a 4","No","No","Si","Si","219"
"BOGOTÁ","Estrato 6","1 a 2","Si","Si","Si","Si","342"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","331"
"VALLE","Estrato 3","1 a 2","No","No","Si","Si","244"
"VALLE","Estrato 2","3 a 4","Si","No","Si","No","243"
"BOGOTÁ","Estrato 5","5 a 6","Si","Si","Si","Si","380"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","316"
"BOGOTÁ","Estrato 3","3 a 4","No","Si","Si","Si","277"
"CUNDINAMARCA","Estrato 6","5 a 6","Si","Si","Si","Si","278"
"BOLIVAR","Estrato 5","3 a 4","Si","Si","Si","Si","360"
"CORDOBA","Estrato 2","3 a 4","No","No","No","No","215"
"BOGOTÁ","Estrato 2","3 a 4","No","No","Si","Si","272"
"BOGOTÁ","Estrato 2","5 a 6","No","Si","Si","Si","217"
"VALLE","Estrato 1","1 a 2","No","Si","Si","Si","328"
"CUNDINAMARCA","Estrato 6","5 a 6","Si","Si","Si","Si","295"
"CALDAS","Sin Estrato","3 a 4","Si","No","No","Si","211"
"CUNDINAMARCA","Estrato 2","1 a 2","No","No","Si","No","213"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","367"
"VALLE","Estrato 6","3 a 4","Si","Si","Si","Si","331"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","283"
"VALLE","Estrato 6","1 a 2","Si","Si","Si","Si","445"
"ATLANTICO","Estrato 5","5 a 6","Si","Si","Si","Si","380"
"BOGOTÁ","Estrato 2","3 a 4","No","Si","Si","Si","282"
"NORTE SANTANDER","Estrato 1","5 a 6","Si","No","No","Si","255"
"CESAR","Estrato 2","3 a 4","No","Si","Si","Si","202"
"BOGOTÁ","Estrato 2","5 a 6","No","Si","Si","Si","184"
"VALLE","Estrato 2","5 a 6","Si","Si","Si","Si","364"
"NARIÑO","Estrato 1","3 a 4","No","Si","Si","Si","271"
"BOGOTÁ","Estrato 3","3 a 4","Si","No","Si","Si","225"
"CAUCA","Estrato 3","3 a 4","Si","Si","Si","Si","324"
"NORTE SANTANDER","Estrato 2","7 a 8","Si","No","Si","Si","227"
"BOGOTÁ","Estrato 2","3 a 4","No","Si","Si","Si","291"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","307"
"HUILA","Estrato 1","7 a 8","No","No","Si","Si","184"
"NARIÑO","Estrato 3","3 a 4","Si","Si","Si","Si","326"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","372"
"CAUCA","Estrato 3","1 a 2","No","Si","Si","Si","293"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","253"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","222"
"BOGOTÁ","Estrato 1","1 a 2","No","Si","Si","Si","175"
"ATLANTICO","Estrato 1","5 a 6","No","Si","Si","Si","177"
"VALLE","Estrato 6","3 a 4","Si","Si","Si","Si","312"
"BOGOTÁ","Estrato 3","3 a 4","No","Si","Si","Si","325"
"VALLE","Estrato 3","1 a 2","No","Si","Si","No","247"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","345"
"ANTIOQUIA","Estrato 4","1 a 2","Si","Si","Si","Si","246"
"VALLE","Estrato 4","5 a 6","Si","Si","Si","Si","322"
"CUNDINAMARCA","Estrato 4","3 a 4","Si","Si","Si","Si","368"
"BOGOTÁ","Estrato 3","1 a 2","Si","Si","Si","Si","345"
"BOGOTÁ","Estrato 6","5 a 6","Si","Si","Si","Si","338"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","412"
"NARIÑO","Estrato 2","7 a 8","Si","Si","Si","Si","172"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","389"
"VALLE","Estrato 3","5 a 6","Si","Si","Si","Si","349"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","268"
"CUNDINAMARCA","Estrato 6","3 a 4","Si","Si","Si","Si","299"
"NARIÑO","Estrato 5","3 a 4","Si","Si","Si","Si","295"
"LA GUAJIRA","Estrato 2","7 a 8","Si","No","No","No","161"
"BOGOTÁ","Estrato 3","1 a 2","Si","Si","Si","Si","208"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","277"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","230"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","297"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","388"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","344"
"CESAR","Estrato 6","3 a 4","Si","Si","Si","Si","365"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","201"
"ANTIOQUIA","Estrato 5","3 a 4","Si","Si","Si","Si","344"
"CUNDINAMARCA","Estrato 3","1 a 2","No","Si","Si","Si","241"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","250"
"VALLE","Estrato 2","3 a 4","No","Si","No","Si","306"
"NARIÑO","Estrato 3","3 a 4","Si","Si","Si","Si","280"
"ATLANTICO","Estrato 5","3 a 4","Si","Si","Si","Si","353"
"VALLE","Estrato 5","3 a 4","No","Si","Si","No","250"
"BOGOTÁ","Estrato 2","3 a 4","No","Si","Si","Si","209"
"VALLE","Estrato 4","1 a 2","Si","Si","Si","Si","219"
"CESAR","Estrato 3","5 a 6","Si","Si","Si","Si","187"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","373"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","352"
"CALDAS","Estrato 3","3 a 4","No","Si","Si","Si","177"
"BOGOTÁ","Estrato 6","1 a 2","Si","Si","Si","Si","339"
"ATLANTICO","Estrato 6","7 a 8","Si","Si","Si","Si","287"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","293"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","282"
"CALDAS","Estrato 3","3 a 4","Si","Si","Si","Si","360"
"BOGOTÁ","Estrato 2","1 a 2","No","No","Si","No","225"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","195"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","238"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","248"
"CUNDINAMARCA","Estrato 6","3 a 4","Si","Si","Si","Si","351"
"CUNDINAMARCA","Estrato 1","5 a 6","No","Si","Si","Si","223"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","367"
"ATLANTICO","Estrato 4","5 a 6","Si","Si","Si","Si","330"
"BOYACA","Estrato 2","5 a 6","No","Si","Si","Si","224"
"BOGOTÁ","Estrato 2","3 a 4","No","Si","Si","Si","320"
"TOLIMA","Estrato 2","3 a 4","No","Si","Si","Si","263"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","337"
"CAUCA","Estrato 5","5 a 6","Si","Si","Si","Si","238"
"BOGOTÁ","Estrato 4","5 a 6","No","No","Si","Si","289"
"VALLE","Estrato 3","5 a 6","No","Si","Si","Si","320"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","372"
"NORTE SANTANDER","Estrato 2","3 a 4","No","Si","Si","No","282"
"NARIÑO","Estrato 4","3 a 4","Si","Si","Si","Si","357"
"ANTIOQUIA","Estrato 6","3 a 4","Si","Si","Si","Si","195"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","308"
"ANTIOQUIA","Estrato 1","3 a 4","No","Si","Si","Si","223"
"ANTIOQUIA","Sin Estrato","5 a 6","Si","Si","Si","No","211"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","313"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","254"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","289"
"VALLE","Estrato 4","7 a 8","Si","Si","Si","Si","304"
"BOGOTÁ","Estrato 4","1 a 2","Si","Si","Si","Si","234"
"CAUCA","Estrato 2","3 a 4","Si","Si","Si","Si","238"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","307"
"NARIÑO","Estrato 3","3 a 4","No","Si","Si","Si","355"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","267"
"META","Estrato 2","3 a 4","No","No","Si","Si","242"
"VALLE","Estrato 4","5 a 6","No","Si","Si","Si","220"
"CUNDINAMARCA","Estrato 5","3 a 4","Si","Si","Si","Si","264"
"BOGOTÁ","Estrato 3","5 a 6","No","No","No","Si","190"
"VALLE","Estrato 3","1 a 2","No","Si","Si","Si","287"
"CESAR","Estrato 2","3 a 4","No","No","No","Si","160"
"NORTE SANTANDER","Estrato 1","3 a 4","Si","No","No","Si","171"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","Si","331"
"NARIÑO","Estrato 1","5 a 6","No","No","No","No","190"
"BOGOTÁ","Estrato 3","5 a 6","No","Si","Si","Si","246"
"CUNDINAMARCA","Estrato 6","5 a 6","Si","Si","Si","Si","356"
"ATLANTICO","Estrato 4","7 a 8","Si","Si","Si","Si","263"
"BOGOTÁ","Estrato 3","3 a 4","No","Si","Si","Si","292"
"NORTE SANTANDER","Estrato 1","5 a 6","No","Si","Si","No","240"
"VALLE","Sin Estrato","1 a 2","No","Si","Si","Si","380"
"CUNDINAMARCA","Estrato 3","3 a 4","No","Si","Si","Si","194"
"VALLE","Estrato 6","5 a 6","Si","Si","Si","Si","334"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","330"
"CUNDINAMARCA","Estrato 5","3 a 4","Si","Si","Si","Si","327"
"NORTE SANTANDER","Estrato 3","3 a 4","Si","No","No","Si","207"
"MAGDALENA","Estrato 3","3 a 4","Si","Si","Si","Si","313"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","385"
"CESAR","Sin Estrato","5 a 6","No","No","No","Si","181"
"BOGOTÁ","Estrato 6","5 a 6","Si","Si","Si","Si","343"
"ANTIOQUIA","Estrato 2","5 a 6","No","No","No","No","206"
"CUNDINAMARCA","Estrato 3","5 a 6","No","No","Si","Si","240"
"CAUCA","Estrato 2","3 a 4","No","Si","Si","Si","305"
"VALLE","Estrato 4","5 a 6","Si","Si","Si","Si","344"
"VALLE","Estrato 2","3 a 4","Si","No","Si","Si","277"
"NARIÑO","Estrato 3","1 a 2","No","Si","Si","Si","325"
"VALLE","Estrato 5","5 a 6","Si","Si","Si","Si","368"
"VALLE","Estrato 2","5 a 6","No","Si","Si","Si","299"
"BOGOTÁ","Estrato 2","3 a 4","Si","Si","Si","Si","171"
"ARAUCA","Estrato 2","5 a 6","Si","Si","Si","Si","241"
"NARIÑO","Estrato 2","1 a 2","Si","Si","Si","Si","320"
"VALLE","Estrato 3","7 a 8","Si","Si","Si","Si","324"
"HUILA","Estrato 2","3 a 4","No","No","Si","Si","283"
"NORTE SANTANDER","Estrato 1","3 a 4","Si","No","Si","Si","227"
"VALLE","Estrato 5","5 a 6","Si","Si","Si","Si","366"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","232"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","260"
"CUNDINAMARCA","Estrato 4","1 a 2","Si","Si","Si","Si","358"
"CALDAS","Estrato 5","5 a 6","Si","Si","Si","Si","299"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","297"
"BOGOTÁ","Estrato 6","5 a 6","Si","Si","Si","Si","346"
"TOLIMA","Estrato 2","3 a 4","Si","Si","Si","Si","204"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","368"
"VALLE","Estrato 3","5 a 6","Si","Si","Si","Si","233"
"BOGOTÁ","Estrato 3","5 a 6","Si","Si","Si","Si","192"
"BOGOTÁ","Estrato 4","5 a 6","Si","Si","Si","Si","158"
"BOGOTÁ","Estrato 5","3 a 4","No","Si","Si","Si","362"
"BOGOTÁ","Estrato 3","5 a 6","Si","Si","Si","Si","362"
"CUNDINAMARCA","Estrato 6","3 a 4","Si","Si","Si","Si","295"
"VALLE","Estrato 2","3 a 4","Si","Si","No","No","260"
"CUNDINAMARCA","Estrato 2","5 a 6","No","Si","Si","Si","202"
"VALLE","Estrato 3","1 a 2","Si","Si","Si","Si","167"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","262"
"VALLE","Estrato 4","3 a 4","No","Si","Si","Si","382"
"VALLE","Estrato 2","3 a 4","Si","Si","Si","Si","397"
"CUNDINAMARCA","Estrato 5","3 a 4","Si","Si","Si","Si","308"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","379"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","374"
"VALLE","Estrato 1","3 a 4","No","No","Si","Si","202"
"META","Estrato 2","3 a 4","No","Si","Si","Si","203"
"BOGOTÁ","Estrato 6","1 a 2","Si","Si","Si","Si","372"
"BOGOTÁ","Estrato 3","3 a 4","No","Si","Si","Si","258"
"VALLE","Estrato 2","5 a 6","Si","Si","Si","Si","354"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","366"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","352"
"VALLE","Estrato 5","1 a 2","No","Si","Si","Si","368"
"NARIÑO","Estrato 1","5 a 6","No","No","No","No","197"
"VALLE","Estrato 3","3 a 4","No","Si","Si","Si","292"
"VALLE","Estrato 4","5 a 6","Si","Si","Si","Si","327"
"BOGOTÁ","Estrato 3","1 a 2","Si","Si","Si","Si","262"
"NORTE SANTANDER","Estrato 1","3 a 4","No","No","No","No","217"
"HUILA","Estrato 4","3 a 4","Si","Si","Si","Si","250"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","294"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","No","339"
"NARIÑO","Estrato 1","3 a 4","No","No","No","No","252"
"NARIÑO","Estrato 4","3 a 4","No","Si","Si","Si","266"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","306"
"BOLIVAR","Estrato 2","5 a 6","No","No","Si","Si","348"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","345"
"BOGOTÁ","Estrato 4","3 a 4","No","Si","Si","Si","194"
"BOLIVAR","Estrato 2","3 a 4","No","Si","Si","Si","271"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","294"
"ATLANTICO","Estrato 6","1 a 2","Si","Si","Si","Si","269"
"BOGOTÁ","Estrato 3","5 a 6","Si","Si","Si","Si","276"
"CUNDINAMARCA","Estrato 4","1 a 2","Si","Si","Si","Si","348"
"CUNDINAMARCA","Estrato 3","3 a 4","No","Si","Si","Si","222"
"BOLIVAR","Estrato 6","1 a 2","Si","Si","Si","Si","316"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","357"
"VALLE","Estrato 3","9 o más","No","Si","Si","No","257"
"VALLE","Estrato 6","7 a 8","No","Si","Si","Si","324"
"BOGOTÁ","Estrato 3","3 a 4","Si","No","Si","Si","209"
"VALLE","Estrato 1","3 a 4","No","No","Si","No","215"
"VALLE","Estrato 4","5 a 6","Si","Si","Si","Si","242"
"VALLE","Estrato 3","3 a 4","Si","Si","Si","Si","230"
"ATLANTICO","Estrato 6","3 a 4","Si","Si","Si","Si","329"
"VALLE","Estrato 4","3 a 4","No","Si","Si","Si","318"
"VALLE","Estrato 3","5 a 6","Si","Si","Si","Si","302"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","359"
"BOGOTÁ","Estrato 3","3 a 4","No","Si","Si","Si","253"
"ANTIOQUIA","Estrato 5","3 a 4","Si","Si","Si","Si","357"
"CUNDINAMARCA","Estrato 3","3 a 4","Si","Si","Si","Si","347"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","313"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","308"
"BOGOTÁ","Estrato 6","5 a 6","Si","Si","Si","Si","301"
"CUNDINAMARCA","Estrato 4","5 a 6","Si","Si","Si","Si","315"
"ATLANTICO","Estrato 5","5 a 6","Si","Si","Si","Si","382"
"RISARALDA","Estrato 5","3 a 4","Si","Si","Si","Si","348"
"BOGOTÁ","Estrato 5","3 a 4","Si","Si","Si","Si","169"
"CUNDINAMARCA","Estrato 5","5 a 6","Si","Si","Si","Si","330"
"NARIÑO","Estrato 3","3 a 4","Si","Si","Si","Si","341"
"VALLE","Estrato 5","5 a 6","Si","Si","Si","Si","305"
"RISARALDA","Estrato 4","3 a 4","Si","Si","Si","Si","403"
"META","Estrato 1","3 a 4","No","No","No","Si","270"
"BOGOTÁ","Estrato 2","5 a 6","No","No","Si","Si","226"
"NARIÑO","Sin Estrato","5 a 6","No","Si","Si","Si","203"
"CAUCA","Estrato 6","7 a 8","Si","Si","Si","Si","289"
"BOGOTÁ","Estrato 2","1 a 2","No","No","No","No","286"
"VALLE","Estrato 1","1 a 2","No","Si","Si","Si","280"
"NORTE SANTANDER","Estrato 2","1 a 2","No","No","No","No","215"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","235"
"CUNDINAMARCA","Estrato 5","5 a 6","Si","Si","Si","Si","381"
"TOLIMA","Estrato 2","5 a 6","No","Si","Si","Si","212"
"VALLE","Estrato 3","1 a 2","No","Si","Si","Si","273"
"VALLE","Estrato 3","5 a 6","Si","Si","Si","Si","332"
"ATLANTICO","Estrato 1","1 a 2","No","Si","Si","Si","273"
"BOGOTÁ","Estrato 3","3 a 4","Si","Si","Si","No","191"
"CUNDINAMARCA","Estrato 3","5 a 6","No","No","Si","No","238"
"BOGOTÁ","Estrato 2","5 a 6","No","No","Si","No","283"
"NARIÑO","Estrato 1","3 a 4","Si","No","Si","No","183"
"SANTANDER","Estrato 3","3 a 4","No","Si","Si","Si","267"
"LA GUAJIRA","Estrato 4","3 a 4","Si","Si","Si","Si","293"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","363"
"VALLE","Estrato 3","1 a 2","No","Si","Si","Si","211"
"CUNDINAMARCA","Estrato 3","3 a 4","Si","Si","Si","Si","187"
"BOGOTÁ","Estrato 4","5 a 6","Si","Si","Si","Si","309"
"SANTANDER","Estrato 1","3 a 4","No","No","No","No","167"
"BOGOTÁ","Estrato 3","9 o más","Si","Si","Si","Si","157"
"RISARALDA","Estrato 6","3 a 4","Si","Si","Si","Si","373"
"VALLE","Estrato 4","3 a 4","No","Si","Si","Si","307"
"BOGOTÁ","Estrato 3","1 a 2","Si","Si","Si","Si","218"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","265"
"BOGOTÁ","Estrato 6","5 a 6","Si","Si","Si","Si","287"
"ANTIOQUIA","Estrato 6","3 a 4","Si","Si","Si","Si","258"
"VALLE","Estrato 3","5 a 6","Si","Si","Si","Si","294"
"CAUCA","Estrato 2","5 a 6","No","Si","Si","Si","372"
"CUNDINAMARCA","Estrato 1","5 a 6","Si","Si","Si","Si","228"
"BOGOTÁ","Estrato 6","3 a 4","Si","Si","Si","Si","356"
"VALLE","Estrato 5","3 a 4","Si","Si","Si","Si","279"
"CALDAS","Estrato 6","3 a 4","Si","Si","Si","Si","317"
"ANTIOQUIA","Estrato 5","3 a 4","Si","Si","Si","Si","281"
"VALLE","Estrato 6","3 a 4","Si","Si","Si","Si","356"
"VALLE","Estrato 4","3 a 4","Si","Si","Si","Si","313"
"BOGOTÁ","Estrato 4","3 a 4","Si","Si","Si","Si","368"
